headline,category,prediction
The Best Cotton Sheets On Amazon Of 2020,STYLE_BEAUTY_HOME,2
Russian Allies Helping Trump Win Reelection Have A Partner In Wisconsin Republican,POLITICS,0
Beto O'Rourke Slams Texas GOP’s Coronavirus Response,POLITICS,0
Nancy Pelosi Rips Donald Trump With Damning New Name For The Coronavirus,POLITICS,0
"After Scarlett Johansson Debacle, 'Rub & Tug' Will Get A Trans-Inclusive Reimagining",ENTERTAINMENT_MEDIA,3
Jamie Lynn Spears Defends 'Strong' Big Sister Britney Amid Mental Health Concerns,ENTERTAINMENT_MEDIA,3
'MacGyver' Star Lucas Till Says He Was 'Suicidal' Over Body-Shaming By Showrunner,ENTERTAINMENT_MEDIA,3
Amber Heard Tells British Court She Never Pooped In Johnny Depp's Bed,ENTERTAINMENT_MEDIA,3
Trump Seen At Event Without Mask Hours After Saying It’s ‘Patriotic’ To Wear One,POLITICS,0
Dad's Comic Sums Up Parents' School Concerns Right Now,PARENTING_FAMILY,3
Sarah Huckabee Sanders’ Latest Claim About Trump Has People Scratching Their Heads,POLITICS,0
Donald Trump's 'Gaslighting' Over Fox News Interview Goes Awry,POLITICS,0
"Disney World Bans Eating, Drinking While Walking To Close Coronavirus Mask Loophole",ENTERTAINMENT_MEDIA,1
Beauty2theStreetz Gives Makeovers And Hope To Homeless People On Skid Row,STYLE_BEAUTY_HOME,2
White House Pans More COVID-19 Testing Money As Clock Ticks On New Aid Package,POLITICS,1
Colorado Gov. Calls National COVID-19 Testing A 'Disgrace' As Trump Fights Increased Funding,POLITICS,1
Don Cheadle Credits Donald Trump For Black Lives Matter In Backhanded Swipe,ENTERTAINMENT_MEDIA,0
Trader Joe's Says It's Rebranding Some Products After Petition Calls Them Racist,BUSINESS_FINANCE,2
Steve Mnuchin Already Wants To Forgive Billions In PPP Loans,POLITICS,0
"Petition To Rename 'Bloody Sunday' Bridge For John Lewis Nabs Over 460,000 Signatures",POLITICS,4
Dr. Deborah Birx Told The White House That Coronavirus Surge Was Fading: Report,POLITICS,1
Roger Stone Apparently Used Racist Slur In Radio Segment With Black Host,POLITICS,0
"14 Hours Later, Trump Says He Is 'Saddened' By Lewis' Death",POLITICS,0
Pro-Trump Video 'Had To Fall' After Linkin Park Song Copyright Complaints,POLITICS,3
John Lewis Went Against Donald Trump When Few Democrats Would,POLITICS,0
Civil Rights Titan Rep. John Lewis Hailed As America's Conscience,POLITICS,0
Gun-Brandishing St. Louis Couple Star In Trump Campaign Video,POLITICS,0
Homeland Security Official Defends Portland 'Kidnappings' Amid Calls For Investigation,POLITICS,4
White House Bars CDC From Testifying At School Reopening Hearings,POLITICS,1
Watchdog Group Files Ethics Complaint Over Ivanka Trump's Product Plug,POLITICS,0
Should You Delete TikTok? Experts Explain The App's Security Risks.,STYLE_BEAUTY_HOME,2
Former 'Ellen DeGeneres Show' Staff Decry 'Toxic' Work Culture In Bombshell Report,ENTERTAINMENT_MEDIA,3
Aaron Rodgers And Danica Patrick Split Up,ENTERTAINMENT_MEDIA,3
Princess Beatrice Marries Edoardo Mapelli Mozzi In Front Of The Queen,ENTERTAINMENT_MEDIA,3
New Emails Reveal Warm Relationship Between Kamala Harris And Big Tech,POLITICS,0
Chicago Mayor Lori Lightfoot Calls Kayleigh McEnany 'Karen' After Insult,POLITICS,0
The Twitter Hack Has Dangerous Implications For The 2020 Election,POLITICS,0
Chuck Woolery Changes Stance On COVID-19 'Lies' After Son Tests Positive,ENTERTAINMENT_MEDIA,1
Hailey Bieber Apologizes After Viral TikTok Says She Was 'Not Nice' To NYC Hostess,ENTERTAINMENT_MEDIA,3
6 Easy Ways To Organize Your Kitchen That’ll Make Cooking Less Stressful,FOOD_DRINK,2
These Bros Offered Free Face Masks To California Beachgoers. It Didn't Go Well.,STYLE_BEAUTY_HOME,3
Trevor Noah Collects Donald Trump's Irrelevant Answers To Press Questions,ENTERTAINMENT_MEDIA,0
Tom Hanks Laughs At Eating Takeout With Rita Wilson In Isolation,ENTERTAINMENT_MEDIA,3
Donald Trump Poses With Goya Products One Day After Ivanka Tweets Support,POLITICS,0
Ana Navarro Slams Ivanka Trump: No Latin Would Cook Black Beans In White Silk,POLITICS,0
"Rush Limbaugh Gets Extra Weird, References Cannibalism In Coronavirus Rant",POLITICS,0
The Secret Sauce That Made ‘Palm Springs’ Summer's Most Surprising Comedy,ENTERTAINMENT_MEDIA,3
Coronavirus Infects Half Of Incarcerated People At San Quentin Prison,POLITICS,1
Vanity Fair Cover Is By A Black Photographer For The First Time,VOICES,3
Charlize Theron Says Her Black Daughters Are 'Little Warriors' For Justice,ENTERTAINMENT_MEDIA,3
The Best Razor Monthly Subscription Services Of 2020,STYLE_BEAUTY_HOME,2
Joe Biden Expresses An Openness To Eliminating The Senate Filibuster,POLITICS,0
‘Mythbuster’ Grant Imahara Dead At 49,ENTERTAINMENT_MEDIA,3
The Best Vitamin Monthly Subscription Services Of 2020,HEALTH_WELLNESS,2
8 Black-Owned Skin Care Products Influencers Have Loved For Years,STYLE_BEAUTY_HOME,2
NRA Touts The AR-15 As An 'Everyday Gun' For 'Everyday Citizens.' Critics Go Ballistic.,POLITICS,0
‘Glee’ Star Naya Rivera’s Body Found At Lake Piru In California,ENTERTAINMENT_MEDIA,3
Tennessee’s Extreme Abortion Ban Blocked Minutes After Being Signed Into Law,POLITICS,4
30 Funny And Adorable Quotes From Kids,PARENTING_FAMILY,2
5 Questions To Gauge Kids’ Emotional Intelligence — And Help Them Boost It,PARENTING_FAMILY,2
"Florida Reports Over 15,000 COVID-19 Cases In Single-Day Record",US_NEWS,1
Turns Out Shake Shack Founder Took At Least $11 Million In Coronavirus Aid After All,BUSINESS_FINANCE,1
"Trump Reportedly Considered 'Selling' Puerto Rico, Says Ex-Homeland Security Chief",POLITICS,0
Proud Mom Angelina Jolie Praises Daughter Zahara As 'Extraordinary African Woman',ENTERTAINMENT_MEDIA,3
Wisconsin Congressman Has Coughing Fit At Mask-Optional State GOP Convention,POLITICS,0
Surgeon General Jerome Adams Tries To Walk Back Past Bad Mask Advice,POLITICS,1
Paul Krugman Sinks Donald Trump With A Titanic Analogy About His Coronavirus Failings,POLITICS,0
Chris Hayes Unloads On GOP: 'One Of Worst Parties In Power In Entire Democratic World',POLITICS,0
America Isn't Prepared To Bring Back Sports,SPORTS,1
White House Economic Adviser Larry Kudlow Says Going Back To School Isn't 'That Hard',POLITICS,0
"North Atlantic Right Whales 'One Step From Extinction,' Report Warns",ENVIRONMENT,2
"Roger Stone Still A 'Convicted Felon,' And 'Rightly So,' Says Robert Mueller In Angry Op-Ed",POLITICS,0
Here's The Reason King George Spits So Much In 'Hamilton',ENTERTAINMENT_MEDIA,3
Is It Safe To Try On Clothes At Stores During The Coronavirus Pandemic?,STYLE_BEAUTY_HOME,1
Goya Foods CEO Doubles Down On Trump Support As Boycott Grows,POLITICS,0
Twitter Explodes With Calls To Boycott Goya Foods After CEO Heaps Praise On Trump,POLITICS,0
Jessica Simpson Celebrated Her 40th Birthday By Rocking 14-Year-Old Jeans,ENTERTAINMENT_MEDIA,3
Trump's Reckless Push To Reopen Schools Is An Admission Of Failure,POLITICS,0
"How Zendaya, John David Washington Managed To Shoot A Secret Movie During A Pandemic",ENTERTAINMENT_MEDIA,1
A 'Wonder Years' Reboot Featuring A Black Family Is In The Works,ENTERTAINMENT_MEDIA,3
The Best Blue Light Blocking Glasses On Amazon Of 2020,STYLE_BEAUTY_HOME,2
"Sacha Baron Cohen Pranks Rudy Giuliani, Who Calls Police",ENTERTAINMENT_MEDIA,0
"‘We’re Back To Square Zero’ On Coronavirus, Warns Infectious Disease Expert",POLITICS,1
An Unprecedented 14 Million Children Are Going Hungry Due To The COVID Crisis,POLITICS,1
GOP State Lawmaker Demands Americans ‘STOP GETTING TESTED’ For Coronavirus,POLITICS,1
Tucker Carlson Accused Of Echoing White Supremacist Talking Points On Fox News,POLITICS,0
Rob Lowe's Story About Steak With Chris Farley Is Well-Done,ENTERTAINMENT_MEDIA,3
What Is Toxic Positivity? Why It’s OK To Not Be OK Right Now.,HEALTH_WELLNESS,1
7 Habits Of Highly Emotionally Intelligent Kids,PARENTING_FAMILY,2
5 Netflix Reality Competition Shows That Are Actually Good,STYLE_BEAUTY_HOME,2
Republicans Want To Make Sure You Can't Sue Your Boss If You Get Sick,POLITICS,1
Thandie Newton Reveals What It Was Like To Work With 'Dominant Individual' Tom Cruise,ENTERTAINMENT_MEDIA,3
10 Double Buckle Slide Sandals You Can Get For Under $25,STYLE_BEAUTY_HOME,2
"Here’s A Quick Lesson On Why You Should Never, Ever Approach A Bear",GOOD_WEIRD_NEWS,3
Lisbon Says Airbnb Forced Out Locals. Here’s Its Plan To Bring People Back.,OTHER,2
"GOP Congressman’s Argument Against Mandated Masks, Vaccinations Goes Awry",POLITICS,0
How To Cut Soft Bread Without Absolutely Destroying Your Sandwich,FOOD_DRINK,2
Tiffany Haddish And Other Celebs Troll Kanye West's Presidential Bid,ENTERTAINMENT_MEDIA,3
Charlize Theron Calls 'Mad Max' Recasting For Young Furiosa 'Heartbreaking',ENTERTAINMENT_MEDIA,3
Gigi Hadid Denies Claim That She's Trying To 'Disguise' Her Pregnancy,ENTERTAINMENT_MEDIA,3
How Utility Companies Use Charitable Giving To Influence Policy,ENVIRONMENT,2
8 Fragrances To Try From Black-Owned Businesses,STYLE_BEAUTY_HOME,2
"2 Dead, 8 Injured After Shooting At South Carolina Nightclub",CRIME,4
Ryan Adams Apologizes To Mandy Moore And Other Women Who Accused Him Of Abuse,ENTERTAINMENT_MEDIA,3
"Baltimore Protesters Tear Down Christopher Columbus Statue, Dump It In The Harbor",POLITICS,4
Critics Mock Trump For Choking On 'Totalitarianism' In Mount Rushmore Diatribe,POLITICS,0
The Best Shows To Watch On Netflix In July 2020,STYLE_BEAUTY_HOME,2
Trump Blames China For COVID-19 Spread At Crowded Independence Day Celebration,POLITICS,1
How Pandemic-Produced 'Saturday Night Seder' Became An Emmy Contender,ENTERTAINMENT_MEDIA,3
Donald Trump's 'Put The Wrong Person In Office' Warning Used Against Him In New Ads,POLITICS,0
Singers Kacey Musgraves And Ruston Kelly File For Divorce,ENTERTAINMENT_MEDIA,3
Ivanka Trump’s ‘Gaslighting’ Fourth of July Coronavirus Advice Backfires,POLITICS,0
"Donald Trump Is Now 'America's No. 1 Traitor,' Says Veterans Group",POLITICS,0
Is Congress Ready For QAnon?,POLITICS,0
10 Beautiful Home Decor Items From Black-Owned Brands,STYLE_BEAUTY_HOME,2
What Not To Say To Someone Who Has Experienced Racial Trauma,HEALTH_WELLNESS,3
Hong Kong's First Lesbian Pop Star Is Also One Of Its Outspoken Political Activists,ENTERTAINMENT_MEDIA,3
The Funniest Tweets From Parents This Week (June 27-July 3),PARENTING_FAMILY,3
Serena Williams And Daughter Olympia Are Tennis Twins As They Hit Court Together,ENTERTAINMENT_MEDIA,3
‘Photoshop Battle’ Over Donald Trump Baseball Bat Photo Is A Home Run,POLITICS,0
Tessa Thompson Says Representation In Marvel's Next Phase Is A 'Pretty Big Deal',ENTERTAINMENT_MEDIA,3
The Memeification Of Breonna Taylor's Death,VOICES,3
"Uh, ‘Beavis And Butt-Head’ Is Getting A Gen Z Reboot, Huh-Huh-Huh",ENTERTAINMENT_MEDIA,3
A National Guardsman Sent To LA Protests Is Under Investigation For Ties To Proud Boys,POLITICS,4
Behind America’s Mutual Aid Boom Lies A Long History Of Government Neglect,OTHER,4
Twitter Users Explode After Trump Again Claims Coronavirus Will 'Just Disappear',POLITICS,1
Is Your Grocery List Sustainable? We Asked Climate Experts How They Shop.,OTHER,2
"Martin Gugino, Buffalo Protester Pushed By Police, Released From Hospital",POLITICS,4
Obama Photographer Flags Yet Another Wild Difference With The Trump Presidency,POLITICS,0
Hillary Clinton Uses Barbra Streisand’s Pandemic Question To Taunt Donald Trump,POLITICS,0
Tom Hanks Calls Out People Not Wearing Masks: 'Don't Be A P***Y',ENTERTAINMENT_MEDIA,1
Trump Tried To Give Himself A New Nickname. It Really Didn’t Go Well.,POLITICS,0
Donald Trump Willing To Sacrifice ‘Greatest Generation’ To COVID-19 In GOP Group Ad,POLITICS,0
Carl Bernstein: Trump Was ‘Delusional’ And Outmatched In Calls With Putin And Erdogan,POLITICS,0
White House Was Aware Of Russian Bounties In Early 2019: Report,POLITICS,4
Jennifer Garner Gives Expert Advice To Fan On How To Move On From A Breakup,ENTERTAINMENT_MEDIA,3
Obama Reportedly Names Racist Trump Insult That 'Still Shocks And Pisses Me Off',POLITICS,0
"The Flag-Hugger-In-Chief Flies A Nonstandard, Cheaper One At Mar-a-Lago",POLITICS,0
The Pandemic Could Finally Usher In The 4-Day Workweek,OTHER,1
Think You Won't Get Coronavirus Outside? Think Again.,HEALTH_WELLNESS,1
How ‘Welcome To Chechnya’ Designed New Technology To Document Queer Persecution,ENTERTAINMENT_MEDIA,4
"Prince Harry, Meghan Markle Sign With A-List Agency To Hit The Speaking Circuit",ENTERTAINMENT_MEDIA,3
Sacha Baron Cohen Pranks Right-Wing Rally Into Racist Singalong,ENTERTAINMENT_MEDIA,0
"Barack Obama, Other Celebs Tip Caps To Negro Leagues' 100th Anniversary",POLITICS,3
Trump Shares Video That Includes Supporter Shouting 'White Power' At Protesters,POLITICS,0
"Pence Cancels Campaign Events In Florida, Arizona As States' COVID-19 Cases Soar",POLITICS,0
Shooting At Walmart Distribution Center In California Leaves 2 Dead,CRIME,4
"Louisville Man Fatally Shot During Breonna Taylor Protest, Coroner Says",CRIME,4
Trump Says 'Nobody Briefed Or Told Me' About Russian Bounties To Kill U.S. Soldiers,POLITICS,0
'Tre45on' Trends After Report That Trump Knew Putin Put Bounty On U.S. Troops,POLITICS,0
Chris Hayes Demands Donald Trump Resign With Damning Review Of His Presidency,POLITICS,0
"Stevie Wonder Slams Trump, Racism: 'Sad' When 'I Can See Better Than Your 20/20 Vision'",ENTERTAINMENT_MEDIA,0
White Evangelicals Aren't As Worried About COVID-19 As Other Faith Groups: Study,POLITICS,1
Joe Biden’s Campaign Staff Is One-Third People Of Color,POLITICS,0
Russia Offered Afghan Militants Bounties To Kill U.S. Troops: Reports,WORLD_NEWS,4
The Jayhawks Never Go Out Of Style,ENTERTAINMENT_MEDIA,2
Jewel On Living With A Mental Health Condition During A Pandemic,HEALTH_WELLNESS,3
Masks Could Become Illegal In North Carolina (Again) Under KKK-Inspired Law,POLITICS,4
"On Parler, The Right-Wing Social Media Site, Free Speech Isn’t Free",POLITICS,0
Ivanka Trump Mocked By Twitter Users While Promoting ‘Skills-Based Hiring’,POLITICS,3
Jim Carrey Paints A Morbid Picture Of Donald Trump’s MAGA Rallies,ENTERTAINMENT_MEDIA,0
Trump Has Dismantled More Monuments Than Any Protest,POLITICS,0
Former GOP Candidate Carly Fiorina Says She Won't Vote For Donald Trump Again,POLITICS,0
Millie Bobby Brown Out-Sleuths Sherlock Holmes In First Look Of Film About His Sister,ENTERTAINMENT_MEDIA,3
Disney Parks Removing 'Song Of The South' From Splash Mountain Ride,ENTERTAINMENT_MEDIA,3
George Floyd Died A Month Ago. There Have Been Protests Every Day Since.,POLITICS,4
How To Talk To Your Kids About Privilege,PARENTING_FAMILY,2
Jennifer Aniston Jokes About 'Friends' Frustration: 'Stop Playing That F**king Show',ENTERTAINMENT_MEDIA,3
5 Netflix Documentary Movies About LGBTQ Experiences,STYLE_BEAUTY_HOME,2
Can You Get A Yeast Infection On Your Face From Your Coronavirus Mask?,STYLE_BEAUTY_HOME,1
Bonebreakers Contortionists Pull Off Mind-Blowing Act On 'America's Got Talent',ENTERTAINMENT_MEDIA,3
Delroy Lindo Is Finally Getting His Due,ENTERTAINMENT_MEDIA,3
Mitch McConnell Is A Spineless Garden Pest In Jim Carrey’s Latest Artwork,ENTERTAINMENT_MEDIA,0
Jennifer Aniston And Lisa Kudrow Dish Hilarious Memories From Filming 'Friends',ENTERTAINMENT_MEDIA,3
Why Cold Brew And Hot Coffee Taste Different,FOOD_DRINK,2
What You Should Know About Going To The Beach This Summer,TRAVEL,1
"4 Years Later, Only 3 New Miles of 'Wall' And Not A Single Peso From Mexico",POLITICS,0
Tina Fey Gets '30 Rock' Episodes With Blackface Removed From Viewing,ENTERTAINMENT_MEDIA,3
It’s Time For America To Get Serious About Fixing The Trains,OTHER,1
Jimmy Kimmel Slammed For Sexual Joke About Underage Megan Fox In Old Clip,ENTERTAINMENT_MEDIA,3
How The Black Lives Matter Protests Are Shaking Up New York’s Primaries,POLITICS,0
Never-Trump GOP Group Dumps On Puny Tulsa Rally In New Ad,POLITICS,0
Can Your Blood Type Actually Predict Your Coronavirus Risk?,HEALTH_WELLNESS,1
Chris Wallace Chews Out Trump Adviser For Denying Reality Of 'Empty' Tulsa Rally,ENTERTAINMENT_MEDIA,0
"Minneapolis Shooting Leaves 1 Dead, 11 Injured",US_NEWS,4
"Washington NFL Team Retires Jersey Of Its First Black Player, Leaves Racist Name In Place",SPORTS,4
Investing In Harm Reduction Must Be Included In The Movement To Defund Police,POLITICS,4
Trump Uses Racist Terms 'Kung Flu' And 'Chinese Virus' To Describe COVID-19,POLITICS,1
Trump Compared To Segregationist George Wallace In Scathing Republican Ad,POLITICS,0
"Pressed Repeatedly To Say ‘Black Lives Matter,’ Mike Pence Says ‘All Lives Matter’",POLITICS,0
Dr. Anthony Fauci Warned White House That Tulsa Rally Would Be Dangerous: Report,POLITICS,1
Public Enemy Tells Donald Trump To ‘Shut The F**k Up' In Explosive New Song,ENTERTAINMENT_MEDIA,0
The Coronavirus Pandemic Doesn't Care That We're All Bored With It,POLITICS,1
"If You Still Don't Get Why COVID-19 Hit Black People Harder, Read This",FOOD_DRINK,1
Simone Biles Casually Nails Another Astonishing Move In Training,SPORTS,3
The Best Moisturizing Lip Products To Wear Under Face Masks,STYLE_BEAUTY_HOME,2
These Dermatologist-Recommended Products To Fade Acne Scars Don’t Miss The Mark,STYLE_BEAUTY_HOME,2
7 Totally Adorable Dads We All Need Right About Now,PARENTING_FAMILY,3
Arnold Schwarzenegger Goes Full Terminator On People Politicizing Face Masks,POLITICS,0
Melania Trump Posts Juneteenth Tweet And Gets Reminded Of 'Birther' Past,POLITICS,0
"Jean Kennedy Smith, JFK's Last Surviving Sibling, Dead At 92",POLITICS,4
'Disturbing’ Ivanka Trump Emails Resurface In Wake Of Bolton Book,POLITICS,0
These Teens On TikTok Are Trying To Teach Anti-Racism To Their Parents,PARENTING_FAMILY,3
Lady Gaga Gives Fan Leather Jacket Off Her Back For The Most Gaga Reason,ENTERTAINMENT_MEDIA,3
18 Tweets That You'll Totally Get If You're An Introvert,HEALTH_WELLNESS,3
"Supreme Court Rules Trump Wrongly Ended DACA, Leaves Program In Place",POLITICS,4
Assault Charges For Missouri Detective Accused Of Hitting Protester With SUV,POLITICS,4
Mike Pence Hammered Over Coronavirus Op-Ed: 'As Pathetic As It Is Reckless',POLITICS,0
Simon Cowell Asks Girl To Change Song Twice Onstage. Girl Doesn't Fold.,ENTERTAINMENT_MEDIA,3
Kristen Stewart To Play Princess Diana In New Biopic,ENTERTAINMENT_MEDIA,3
11 Easy Ways You Can Save Time On Meal Prep,FOOD_DRINK,2
Kobe Bryant's Pilot May Have Been Disoriented In Fog: NTSB Report,SPORTS,3
American Girl Unveils Scrubs Doll Outfit To Honor Health Care Heroes,PARENTING_FAMILY,2
Where's My Stimulus Check? How To Track Your Coronavirus Relief Payment.,BUSINESS_FINANCE,2
